target_name,feature,importance,importance_share
delayed_reporting,polio_vaccine_covariates_available_flag,0.0,0.0
under_vaccinated_afp,under_vaccinated_afp_share,0.07717977464199066,0.07717977507326626
under_vaccinated_afp,under_vaccinated_afp_cases,0.07677270472049713,0.07677270514949805
under_vaccinated_afp,under15_afp_cases,0.041913531720638275,0.041913531954848385
under_vaccinated_afp,suspected_poliovirus_lab_result_count,0.035350900143384933,0.03535090034092348
under_vaccinated_afp,timely_investigation_rate,0.03534367308020592,0.03534367327770408
under_vaccinated_afp,timely_notification_rate,0.03467376530170441,0.03467376549545917
under_vaccinated_afp,month,0.0338711217045784,0.03387112189384804
under_vaccinated_afp,fup_done_count,0.03312882035970688,0.03312882054482859
under_vaccinated_afp,median_lab_result_delay_days,0.03245554864406586,0.03245554882542537
under_vaccinated_afp,polio_surveillance_risk_score,0.03217634931206703,0.032176349491866395
under_vaccinated_afp,npent_count,0.03210096061229706,0.032100960791675154
under_vaccinated_afp,fup_done_rate,0.03098396211862564,0.03098396229176202
under_vaccinated_afp,stool_collected_within_14_days_rate,0.029550962150096893,0.029550962315225762
under_vaccinated_afp,median_lab_receipt_delay_days,0.02950095199048519,0.029500952155334607
under_vaccinated_afp,timely_lab_result_count,0.0290539488196373,0.02905394898198889
under_vaccinated_afp,year,0.027325689792633057,0.027325689945327247
under_vaccinated_afp,np_afp_count,0.02620493248105049,0.026204932627481962
under_vaccinated_afp,stool_collected_within_14_days_count,0.02600552886724472,0.026005529012561937
under_vaccinated_afp,timely_notification_count,0.02549860067665577,0.025498600819140304
under_vaccinated_afp,pol3_coverage_real_national,0.025476546958088875,0.025476547100450175
under_vaccinated_afp,afp_surveillance_quality_score,0.0254755187779665,0.025475518920322054
under_vaccinated_afp,median_notification_delay_days,0.025345170870423317,0.025345171012050496
under_vaccinated_afp,median_onset_to_second_stool_days,0.024605074897408485,0.024605075034900056
under_vaccinated_afp,median_onset_to_investigation_delay_days,0.024230193346738815,0.02423019348213557
under_vaccinated_afp,timely_investigation_count,0.024130957201123238,0.02413095733596547
under_vaccinated_afp,median_investigation_delay_days,0.024108340963721275,0.02410834109843713
under_vaccinated_afp,lab_negative_count,0.023754268884658813,0.023754269017396135
under_vaccinated_afp,suspected_poliovirus_lab_result_share,0.023413339629769325,0.023413339760601556
under_vaccinated_afp,np_afp_share,0.021772852167487144,0.021772852289152437
under_vaccinated_afp,under15_afp_share,0.01955767348408699,0.019557673593374007
under_vaccinated_afp,final_classification_missing_count,0.016643868759274483,0.016643868852279347
under_vaccinated_afp,afp_cases,0.016602322459220886,0.016602322551993592
under_vaccinated_afp,zero_dose_afp_share,0.015792138874530792,0.015792138962776245
under_vaccinated_afp,explicit_polio_positive_lab_result_count,0.0,0.0
under_vaccinated_afp,zero_dose_afp_cases,0.0,0.0
under_vaccinated_afp,unknown_vx_afp_cases,0.0,0.0
under_vaccinated_afp,adequate_stool_count,0.0,0.0
under_vaccinated_afp,final_classification_2_count,0.0,0.0
under_vaccinated_afp,final_classification_8_count,0.0,0.0
under_vaccinated_afp,final_classification_3_count,0.0,0.0
under_vaccinated_afp,final_classification_7_count,0.0,0.0
under_vaccinated_afp,adequate_stool_rate,0.0,0.0
under_vaccinated_afp,timely_lab_result_rate,0.0,0.0
under_vaccinated_afp,ipv1_coverage_real_national,0.0,0.0
under_vaccinated_afp,ipv2_coverage_real_national,0.0,0.0
under_vaccinated_afp,pol3_coverage_real_national_available_flag,0.0,0.0
under_vaccinated_afp,ipv1_coverage_real_national_available_flag,0.0,0.0
under_vaccinated_afp,ipv2_coverage_real_national_available_flag,0.0,0.0
under_vaccinated_afp,polio_vaccine_covariates_available_flag,0.0,0.0
suspected_poliovirus,zero_dose_afp_cases,0.0783458948135376,0.0783459013804152
suspected_poliovirus,timely_investigation_count,0.07479366660118103,0.07479367287031427
suspected_poliovirus,afp_surveillance_quality_score,0.054942917078733444,0.05494292168399594
suspected_poliovirus,month,0.049153607338666916,0.049153611458675035
suspected_poliovirus,year,0.045357417315244675,0.045357421117059794
suspected_poliovirus,timely_investigation_rate,0.0428260937333107,0.04282609732295271
suspected_poliovirus,median_onset_to_second_stool_days,0.042766883969306946,0.04276688755398605
suspected_poliovirus,timely_notification_rate,0.042639221996068954,0.042639225570047554
suspected_poliovirus,pol3_coverage_real_national,0.04073966294527054,0.04073966636002992
suspected_poliovirus,under_vaccinated_afp_share,0.04010089859366417,0.040100901954882945
suspected_poliovirus,median_onset_to_investigation_delay_days,0.039486054331064224,0.03948605764074734
suspected_poliovirus,median_lab_result_delay_days,0.03900455683469772,0.03900456010402218
suspected_poliovirus,polio_surveillance_risk_score,0.0383254811167717,0.038325484329176686
suspected_poliovirus,timely_lab_result_rate,0.035241782665252686,0.035241785619185034
suspected_poliovirus,median_lab_receipt_delay_days,0.03461207449436188,0.03461207739551269
suspected_poliovirus,median_notification_delay_days,0.030551964417099953,0.030551966977936242
suspected_poliovirus,np_afp_share,0.03024441935122013,0.030244421886278287
suspected_poliovirus,lab_negative_count,0.02947627194225788,0.029476274412930662
suspected_poliovirus,under_vaccinated_afp_cases,0.028245834633708,0.028245837001246707
suspected_poliovirus,zero_dose_afp_share,0.025587929412722588,0.025587931557478235
suspected_poliovirus,median_investigation_delay_days,0.025404643267393112,0.02540464539678589
suspected_poliovirus,npent_count,0.022969363257288933,0.022969365182558883
suspected_poliovirus,stool_collected_within_14_days_count,0.02244255132973194,0.02244255321084502
suspected_poliovirus,afp_cases,0.022028669714927673,0.022028671561349595
suspected_poliovirus,timely_notification_count,0.021237418055534363,0.02123741983563433
suspected_poliovirus,adequate_stool_count,0.017402252182364464,0.017402253641004513
suspected_poliovirus,timely_lab_result_count,0.016323134303092957,0.016323135671282383
suspected_poliovirus,suspected_poliovirus_lab_result_share,0.00974925048649311,0.009749251303665914
suspected_poliovirus,suspected_poliovirus_lab_result_count,0.0,0.0
suspected_poliovirus,unknown_vx_afp_cases,0.0,0.0
suspected_poliovirus,under15_afp_cases,0.0,0.0
suspected_poliovirus,fup_done_count,0.0,0.0
suspected_poliovirus,np_afp_count,0.0,0.0
suspected_poliovirus,explicit_polio_positive_lab_result_count,0.0,0.0
suspected_poliovirus,adequate_stool_rate,0.0,0.0
suspected_poliovirus,final_classification_missing_count,0.0,0.0
suspected_poliovirus,under15_afp_share,0.0,0.0
suspected_poliovirus,final_classification_3_count,0.0,0.0
suspected_poliovirus,final_classification_2_count,0.0,0.0
suspected_poliovirus,final_classification_7_count,0.0,0.0
suspected_poliovirus,final_classification_8_count,0.0,0.0
suspected_poliovirus,fup_done_rate,0.0,0.0
suspected_poliovirus,stool_collected_within_14_days_rate,0.0,0.0
suspected_poliovirus,ipv1_coverage_real_national,0.0,0.0
suspected_poliovirus,ipv2_coverage_real_national,0.0,0.0
suspected_poliovirus,pol3_coverage_real_national_available_flag,0.0,0.0
suspected_poliovirus,ipv1_coverage_real_national_available_flag,0.0,0.0
suspected_poliovirus,ipv2_coverage_real_national_available_flag,0.0,0.0
suspected_poliovirus,polio_vaccine_covariates_available_flag,0.0,0.0
